univers,type,valeur,genre,signification,culture,origine
reel,hindou,Ratnajyoti,f,Brillant|Joyau,,
reel,hindou,Ratnakar,m,mine|pierre|precieux|[Mine de Pierres Précieuses]|[un nom de l'Océan],,
reel,hindou,Ratnalekha,f,|Splendeur|Pierres|Précieuses,,
reel,hindou,Ratnali,f,Ornée|Pierres|Précieuses,,
reel,hindou,Ratnamala,f,Collier|Perles,,
reel,hindou,Ratnangi,f,Corps|Joyau,,
reel,hindou,Ratnaprabha,f,Brillant|Joyau,,
reel,hindou,Ratnapriya,f,Aime|Bijoux,,
reel,hindou,Ratnavali,f,Bouquet|Pierres|Précieuses,,
reel,hindou,Ratul,m,Doux,,
fantastic,elfe,Rauros,m,grondement d'écume,,fantastic
reel,tahitien,Rava,f,rava|brun,,
reel,tahitien,Ravahere,f,brun|sombre|amour,,
reel,tahitien,Ravanui,f,rava|brun|grand,,
reel,irlandais,Ravelin,m,,roibhilin,
reel,hindou,Ravi,m,Soleil,,
reel,hindou,Ravija,f,Fille|Soleil,,
reel,hindou,Ravikiran,m,rayon|soleil,,
reel,hindou,Ravina,f,Ensoleillée,,
reel,hindou,Ravindra,m,Puissant|Soleil,,
reel,hindou,Raviprabha,f,Lumière|Soleil,,
reel,hindou,Ravish,m,Soleil,,
reel,français,Raymond,m,conseil|protection,germanique,
reel,français,Raymonde,f,conseil|protection,germanique,
reel,hindou,Rebanta,m,[un fils de Surya],,
reel,français,Rebecca,f,,hébreu,
fantastic,Nain,Refur,m,Nuit de la caverne,,fantastic
reel,français,Régine,f,reine,latin,
reel,français,Régis,m,roi,latin,
reel,français,Réjean,m,,,
reel,français,Réjeanne,f,,,
reel,hindou,Rekha,f,Ligne|droite,,
reel,irlandais,Remann,m,,réamann,
reel,français,Rémi,m,rameur|porte-remède|tribu de Reims,latin,
reel,français,Rémy,m,rameur|porte-remède|tribu de Reims,latin,
reel,français,Renaud,m,conseil|gouverner,germanique,
reel,français,René,m,né une nouvelle fois|baptême,latin,
reel,français,Renée,f,,latin,rené
reel,hindou,Renu,f,Atome,,
reel,hindou,Renuka,f,[mère de la sixième incarnation de Vishnu (Rama à la Hache)],,
reel,hindou,Resham,f,Soie,,
reel,hindou,Reshma,f,Soyeuse,,
reel,hindou,Reshmi,f,Soyeuse,,
reel,hindou,Reva,f,étoile,Drapeau, Firmament au singulier,Petit drapeau
reel,tahitien,Revanui,x,grand|dreapeau |partir|ile,,
reel,hindou,Revati,f,[nom de l'épouse de Balarama (le frère de Krishna)],,
reel,irlandais,Revelin,m,,roibhilin,
reel,français,Reybaud,m,conseil|audacieux,germanique,
reel,irlandais,Rhodan,m,,rodan,
reel,irlandais,Riagal,m,roi|valeureux,,
fantastic,elfe,Rían,f,la brodeuse,,fantastic
reel,français,Richard,m,roi|fort,germanique,
reel,hindou,Riddhi,f,Bonne|Fortune,,
reel,irlandais,Rigbarddan,m,,,
reel,hindou,Riju,f,Innocente,,
reel,hindou,Rijul,f,Innocente,,
reel,hindou,Rijuta,f,Innocence,,
fantastic,Nain,Rili,m,Tonnerre solide,,fantastic
fantastic,Nain,Rinar,m,Bouclier de la lanterne,,fantastic
reel,irlandais,Riocárd,m,roi|dur,richard,
reel,hindou,Ripudaman,m,Tueur|ennemis|guerrier,,
reel,hindou,Rishab,m,Supérieur,,
reel,hindou,Rishi,m,Sage,,
reel,hindou,Rishikesh,m,[un nom de Vishnu],,
reel,hindou,Rishima,f,Rayon|Lune,,
reel,irlandais,Ristéard,m,,riocárd,
reel,hindou,Rita,f,[l'Ordre naturel des choses],,
reel,hindou,Riti,f,Mémoire,,
reel,hindou,Ritika,f,Mouvement,,
reel,hindou,Ritu,f,Saison,,
reel,hindou,Rituparan,m,Joyeux,,
reel,irlandais,Roan,m,petit|phoque,,
reel,français,Robert,m,gloire|brillant,germanique,
reel,français,Roch,m,tunique courte|corneille,germanique,
reel,hindou,Rochak,m,Bon-Goût,,
reel,hindou,Rochan,m,Brillant|Lotus|Rouge,,
reel,hindou,Rochi,f,Lumière,,
reel,irlandais,Rodan,m,cheveux|rouges,,
reel,irlandais,Roderick,m,roi,hrod,
reel,irlandais,Rodhlann,m,gloire|terre,roland,
reel,français,Rodolphe,m,gloire|loup,germanique,
fantastic,Nain,Rofur,m,Marteau loyal,,fantastic
reel,irlandais,Rogan,m,,rodan,
reel,français,Roger,m,gloire|lance|guerrier,germanique,
reel,hindou,Rohan,m,Croissant,,
reel,hindou,Rohanlal,m,[un nom de Krishna],,
reel,hindou,Rohini,f,[forme féminine de Vishnu],,
reel,hindou,Rohit,m,Rouge,,
reel,irlandais,Roibeard,m,,roibhilin,
reel,irlandais,Roibhilin,m,gloire|illustre,robert,
reel,irlandais,Roibin,m,,roibhilin,
reel,irlandais,Róis,f,,roisin,
reel,irlandais,Roise,f,,roisin,
reel,irlandais,Roisin,f,rose,rose,
reel,français,Roland,m,gloire|homme|courageux,germanique,
reel,français,Rolande,f,,germanique,roland
fantastic,Nain,Rolin,m,Montagne hurlante,,fantastic
reel,français,Romain,m,romain,latin,
reel,français,Roméo,m,pèlerin|Rome,latin,
reel,hindou,Romila,f,Sincère,,
reel,hindou,Romir,m,Intéressant,,
reel,français,Romuald,m,rum|régner,germanique,
reel,français,Ronan,m,petit|phoque,breton,
reel,irlandais,Ronit,f,,,
reel,tahitien,Roonui,x,statue|requin|prince|renommée,,
reel,tahitien,Ropati,m,,,robert
fantastic,elfe,Rorhirrim,m,les princes à cheval,,fantastic
reel,irlandais,Rosaleen,f,,,
reel,français,Rosalie,f,jardin|roses,latin,
reel,français,Rose,f,rose|amour|pudeur,latin,roselin
reel,français,Roselin,m,,latin,
reel,français,Roseline,f,,latin,roselin
reel,hindou,Roshan,m,Illumination,,
reel,irlandais,Rosheen,f,,,
reel,hindou,Roshni,f,Lumière,,
reel,irlandais,Ross,f,promontoire,,
reel,tahitien,Rotui,m,montagne|baie,,
reel,irlandais,Rourke,m,,,
reel,irlandais,Rowan,f,,,
reel,irlandais,Rowlant,m,,,
reel,nord-amérindien,Rowtag,m,Feu,,
reel,irlandais,Ruad,m,rouge,,
reel,irlandais,Ruadan,m,,rodan,
reel,irlandais,Ruadh,m,,ruad,
reel,irlandais,Ruadhagan,m,,rodan,
reel,irlandais,Ruadhan,m,,rodan,
reel,irlandais,Ruaidhri,m,,roderick,
reel,irlandais,Ruaidri,m,,roderick,
reel,irlandais,Ruairi,m,,roderick,
reel,irlandais,Ruarc,m,champion,ruarc,
reel,tahitien,Ruataata,m,humain,,
reel,hindou,Rubaina,f,Brillante,,
reel,hindou,Ruchi,f,Goût|Eclat|Beauté,,
reel,hindou,Ruchir,m,Radieux,,
reel,hindou,Ruchira,f,Belle|Bon|Goût,,
reel,hindou,Ruchita,f,Splendide,,
reel,hindou,Rudra,m,[une forme de Shiva],,
reel,hindou,Rudrani,f,[noms de Durga],,
reel,hindou,Rudrapriya,f,[noms de Durga],,
reel,hindou,Ruhan,m,Spirituel,,
reel,hindou,Ruhi,f,Ame,,
reel,hindou,Rujul,m,Simple|Sincère,,
reel,hindou,Rujula,f,prospérité|[qui Contribue à la Prospérité],,
reel,hindou,Rukma,f,Dorée,,
reel,hindou,Rukmini,f,or|[Ornée d'Or, épouse de Krishna],,
reel,hindou,Ruksana,f,Brillante,,
fantastic,elfe,Rúmil,m,homme habile,,fantastic
reel,hindou,Rupa,f,Argent,,
reel,hindou,Rupak,m,Signe,,
reel,hindou,Rupal,f,Argent|Beauté|Forme,,
reel,hindou,Rupali,f,Belle,,
reel,hindou,Rupang,m,Beau,,
reel,hindou,Rupashi,f,Belle,,
reel,hindou,Rupashri,f,Belle,,
reel,hindou,Rupendra,m,Seigneur|Forme,,
reel,hindou,Rupesh,m,Seigneur|Beauté,,
reel,hindou,Rupeshwar,m,Seigneur|Forme,,
reel,hindou,Rupin,m,Beauté|Incarnée,,
reel,hindou,Rupinder,f,[Indra est Beauté],,
reel,hindou,Rushabh,m,Décoration,,
reel,hindou,Rusham,f,Paisible,,
reel,hindou,Rushil,m,Charmant,,
reel,hindou,Rustom,m,Guerrier,,
reel,hindou,Rutajit,m,Conquérant|Vérité,,
reel,hindou,Rutujit,m,Vainqueur|Saisons,,
reel,hindou,Rutva,f,Discours,,
reel,irlandais,Ryann,m,roi,rix,
reel,français,Sabine,f,peuple des Sabins,latin,
reel,hindou,Sabita,f,Beau|Soleil,,
reel,hindou,Sabrang,f,Arc-en-ciel,,
reel,français,Sacha,x,,grec,alexandre
reel,hindou,Sachet,m,Conscience,,
reel,hindou,Sachetan,m,Animé|Conscience,,
reel,hindou,Sachi,f,[épouse du dieu Indra],,
reel,hindou,Sachin,m,Conscience|Pur|[un nom du dieu Indra],,
reel,hindou,Sachita,f,Conscience,,
reel,hindou,Sadananda,m,Félicité|Éternelle,,
reel,hindou,Sadar,m,Respectueux,,
reel,hindou,Sadashiva,m,Eternellement|Pur,,
reel,hindou,Sadavir,m,Eternellement|Courageux,,
reel,hindou,Sadgati,f,Libération,,
reel,hindou,Sadguna,f,Bonnes|Qualités,,
reel,hindou,Sadhan,f,Plénitude,,
reel,hindou,Sadhana,f,Vénération,,
reel,hindou,Sadhil,m,Parfait,,
reel,hindou,Sadhvi,f,Femme|Vertueuse,,
reel,hindou,Sadiva,m,Eternel,,
fantastic,elfe,Saeros,m,homme habile,,fantastic
reel,hindou,Sagar,m,Océan|roi|dragon|[nom d'un roi-dragon],,
reel,hindou,Sagarika,f,Vague,,
warcraft,humain,Sage,m,,paladin,warcraft
reel,hindou,Saguna,f,bonne|qualité|[Celle qui possède de Bonnes Qualités],,
reel,hindou,Sahadev,m,[un des cinq Pandava dans le Mahâbhârata],,
reel,hindou,Sahaj,m,Naturel,,
reel,nord-amérindien,Sahale,m,au-dessus,,
reel,hindou,Sahana,f,Patience,,
reel,hindou,Sahasya,m,Puissant,,
reel,hindou,Sahila,f,Guide,,
reel,hindou,Sahima,f,Enneigée,,
reel,hindou,Sahira,f,Montagne,,
reel,hindou,Sahoj,f,Forte,,
reel,hindou,Sai,f,fleur,,
reel,irlandais,Saíréann,m,,Sainjean,
reel,hindou,Sajala,f,Nuages,,
reel,hindou,Sajani,f,Bien-aimée,,
reel,hindou,Sajili,f,Ornée,,
reel,hindou,Sajiv,m,Vif,,
reel,hindou,Sajjan,m,Bien-aimé,,
reel,hindou,Sajni,f,Bien-aimée,,
reel,nord-amérindien,Sakari,f,douce,Peuple Inuit,
reel,hindou,Sakhi,f,Amie,,
reel,hindou,Sakina,f,Amie,,
reel,hindou,Sakshi,f,Témoin,,
reel,hindou,Salil,m,Eau,,
reel,hindou,Salila,f,Eau,,
fantastic,elfe,Salmar,m,homme habile,,fantastic
reel,français,Salomé,f,paix,hébreu,
reel,français,Salomon,m,paix,hébreu,
reel,hindou,Saloni,f,Belle,,
reel,hindou,Samali,f,Bouquet,,
reel,hindou,Samarendra,m,[noms du dieu Vishnu],,
reel,hindou,Samarendu,m,[noms du dieu Vishnu],,
reel,hindou,Samarjit,m,[noms du dieu Vishnu],,
reel,hindou,Samarth,m,Puissant,,
reel,hindou,Samidha,f,Offrande|Feu|Sacré,,
reel,hindou,Samiksha,f,[Vue d'Ensemble],,
reel,hindou,Samiya,f,Incomparable,,
reel,hindou,Sampada,f,Opulente,,
reel,hindou,Sampath,m,Prospère,,
reel,hindou,Sampatti,f,Opulence,,
reel,hindou,Sampriti,f,Attachement,,
reel,hindou,Samrat,m,roi,,
reel,hindou,Samudra,m,Mer,,
reel,hindou,Samudrasen,m,Seigneur|Mer,,
reel,français,Samuel,m,procède de Dieu,hébreu,
warcraft,orc,Samuro,x,,Maitre-Lame,warcraft
reel,hindou,Sana,f,Louange|Prière,,
reel,hindou,Sanam,m,Bien-aimé,,
reel,hindou,Sananda,f,Heureuse,,
reel,hindou,Sanat,m,[un nom de Brahma],,
reel,hindou,Sanatan,m,Eternel,,
reel,hindou,Sanchali,f,Mouvement,,
reel,hindou,Sanchaya,f,Recueil,,
reel,hindou,Sanchita,f,Recueil,,
reel,hindou,Sandhaya,f,Recueil,,
reel,hindou,Sandhya,f,Crépuscule,,
reel,hindou,Sandip,m,Lampe|Allumée,,
reel,français,Sandrine,f,hypocoristique d' Alexandrine,grec,
reel,hindou,Sanemi,f,Parfaite,,
reel,hindou,Sangita,f,Musique,,
reel,hindou,Sani,f,Don|Cadeau,,
reel,hindou,Sanika,f,Flûte,,
reel,hindou,Sanjana,f,Douce,,
reel,hindou,Sanjay,m,Victorieux|ministre|[personnage du Mahâbhârata, ministre de Dhritarashtra],,
reel,hindou,Sanjit,m,Invincible,,
reel,hindou,Sanjita,f,Triomphante,,
reel,hindou,Sanjiv,m,Renaissant,,
reel,hindou,Sanjivan,m,Immortalité,,
reel,hindou,Sanjivani,f,Immortalité,,
reel,hindou,Sanjukta,f,Union|[nom de l'épouse du roi Prithviraj],,
reel,hindou,Sanjula,f,Belle,,
reel,hindou,Sanjushri,f,Belle,,
reel,hindou,Sankalpa,m,Dissolution,,
reel,hindou,Sankarshan,m,[un nom de Balarama, frère de Krishna],,
reel,hindou,Sannidhi,f,Proximité,,
reel,hindou,Sanobar,f,Palmier,,
reel,hindou,Sanoja,f,Eternelle,,
reel,hindou,Sanshray,m,Aspiration,,
reel,hindou,Sansita,f,Louange,,
reel,hindou,Sanskriti,f,Culture,,
reel,hindou,Santavana,f,Espérance,,
reel,hindou,Santayani,f,Vespérale,,
reel,hindou,Santosh,f,Satisfaction,,
reel,hindou,Santushti,f,Complète|Satisfaction,,
reel,hindou,Sanvali,f,Obscure,,
reel,hindou,Sanvari,f,Obscure,,
reel,hindou,Sanyakta,f,Unie,,
reel,hindou,Sanyog,m,Coïncidence,,
reel,hindou,Sanyukta,f,Union|[nom de l'épouse du roi Prithviraj],,
reel,hindou,Sapan,m,Rêve,,
reel,hindou,Saparna,f,Feuillue,,
reel,hindou,Sapna,f,Rêve,,
reel,hindou,Saptajit,m,vainqueur|elements|[Vainqueur des Sept Elements],,
reel,hindou,Sarada,f,[un nom de Sarasvati],,
reel,français,Sarah,f,princesse|reine,hébreu,
reel,irlandais,Saraid,f,excellence,,
reel,hindou,Sarakshi,f,Bonne|Vue,,
reel,hindou,Saral,m,Droit,,
reel,hindou,Sarala,f,Honnête|Simple,,
reel,hindou,Sarang,m,Daim|tacheté,,
reel,hindou,Saranya,f,Soumise,,
reel,hindou,Sarasi,f,Lac,,
reel,hindou,Sarasija,m,lotus|[un nom du lotus],,
reel,hindou,Sarasvat,m,Éduqué,,
reel,hindou,Sarasvati,f,déesse|eau|[Celle qui Possède l'Eau, nom de déesse, épouse de Brahma],,
reel,hindou,Sarat,m,sage,,
reel,hindou,Sarayu,f,Vent,,
reel,hindou,Sarbajit,m,conquérant|[Celui qui a tout conquis],,
reel,hindou,Sarbani,f,[un nom de Durga],,
reel,hindou,Sarika,f,oiseau|grive,,
reel,hindou,Sarit,f,rivière,,
reel,hindou,Sarjana,f,Créatrice|Création,,
reel,hindou,Saroj,f,lotus,,
reel,hindou,Saroja,f,lotus,,
reel,hindou,Sarojini,f,lotus,,
reel,hindou,Sartaj,m,Couronne,,
reel,hindou,Sarthak,m,Bien-Fait,,
reel,hindou,Saruchi,f,Merveilleuse,,
fantastic,elfe,Saruman,m,homme habile,,fantastic
reel,hindou,Sarup,m,Beau,,
reel,hindou,Saruprani,f,Belle|Femme,,
reel,hindou,Sarvesh,m,seigneur|dieu|[le Seigneur de Toutes Choses],,
reel,hindou,Sashrik,m,Prospère,,
reel,hindou,Sasmit,m,Toujours|Souriant,,
reel,hindou,Sasmita,f,Souriante,,
reel,hindou,Satchitananda,m,Etre|Conscience|Béatitude,,
reel,hindou,Sati,f,Chaste,,
reel,nord-amérindien,Satinka,f,Danseuse magique,,
reel,hindou,Satish,m,Victorieux,,
reel,hindou,Satrijit,m,[nom du père de Satyabhama, une épouse de Krishna],,
reel,hindou,Satvik,m,Vertueux,,
reel,hindou,Satvinder,m,Dieu|Vérité,,
reel,hindou,Satya,f,Vérité,,
reel,hindou,Satyajit,m,Vainqueur|Vérité,,
reel,hindou,Satyaki,f,Sincère,,
reel,hindou,Satyam,m,Honnêteté|Vérité,,
reel,hindou,Satyamohan,m,Sincère,,
reel,hindou,Satyamurti,m,Représentation|Vérité,,
reel,hindou,Satyanarayan,m,[un nom de Krishna],,
reel,hindou,Satyankar,m,Vrai|Bon,,
reel,hindou,Satyaprakash,m,Lumière|Vérité,,
reel,hindou,Satyapriya,m,Voué|Vérité,,
reel,hindou,Satyarupa,f,Vérité|Beauté,,
reel,hindou,Satyavan,m,[nom de l'époux de Savitri, princesse du Mahâbhârata],,
reel,hindou,Satyavati,f,Sincère|[nom de la mère du sage Vyasa],,
reel,hindou,Satyavrata,m,Voué|Vérité,,
reel,hindou,Satyendra,m,Seigneur|Vérité,,
reel,hindou,Saudamini,f,Foudre,,
reel,hindou,Saumya,f,Douce,,
reel,hindou,Saurabh,m,Parfum,,
reel,hindou,Saurav,m,Céleste|Divin,,
fantastic,elfe,Sauron,m,le détesté,,fantastic
reel,hindou,Savar,m,[un nom de Shiva],,
reel,hindou,Savarna,f,fille|Océan,,
reel,français,Savin,m,,,
reel,hindou,Savita,f,soleil,,
reel,hindou,Savitashri,f,Éclat|Soleil,,
reel,hindou,Savitendra,m,soleil|[un nom du Soleil],,
reel,hindou,Savitri,f,déesse|princesse|[une forme de la déesse, nom d'une princesse du Mahâbhârata],,
reel,hindou,Sayam,m,Soir,,
reel,irlandais,Scatach,f,ombre,,
reel,irlandais,Scatha,f,,scatach,
reel,français,Scholastique,x,,,
reel,irlandais,Séafra,f,dieu|paix,geoffroy,
reel,irlandais,Seaghdha,m,admirable,,
reel,irlandais,Seán,m,Dieu|grâce,jean,
reel,irlandais,Séarlait,f,fort|robuste,charles,
reel,irlandais,Séarlas,m,,séarlait,
reel,français,Sébastien,m,honoré|glorieux,latin,
reel,irlandais,Sedna,m,,,
reel,irlandais,Seena,f,,seán,
fantastic,Nain,Segnar,m,Colère de la terre,,fantastic
reel,français,Ségolène,f,victoire|récompense,germanique,
reel,hindou,Sejal,f,Eau|Douce,,
reel,hindou,Selvam,m,Prospérité|Délices,,
reel,hindou,Selvi,f,Femme|Riche|[un nom de la déesse Lakshmî],,
reel,hindou,Semanti,f,Rose|Blanche,,
reel,hindou,Semantika,f,Petite|Rose|Blanche,,
reel,hindou,Senajit,m,Victoire|Armée,,
reel,hindou,Senajita,f,Sainte,,
fantastic,Nain,Senar,m,Forge des mineurs,,fantastic
reel,irlandais,Seoirse,m,travailleur|terre,georges,
reel,irlandais,Seorsa,m,,seoirse,
reel,irlandais,Seosaimhin,f,Dieu|ajoute,joséphine,
reel,irlandais,Seosaimthin,f,,seosaimhin,
reel,irlandais,Seosamh,m,,seosaph,
reel,irlandais,Seosaph,m,Dieu|ajoute,joseph,
fantastic,elfe,Seregon,m,sang de pierre,,fantastic
reel,français,Serge,m,ancien|famille|romain,latin,
fantastic,elfe,Serindë,f,la brodeuse,,fantastic
fantastic,Nain,Sesil,m,Sanglier des mineurs,,fantastic
reel,irlandais,Sétanta,m,,,
reel,hindou,Sevati,f,Rose|Blanche,,
reel,français,Séverin,m,grave,latin,
reel,français,Séverine,f,grave|empereur,latin,
reel,hindou,Shabalini,f,Mousse,,
reel,hindou,Shabnam,f,Rosée,,
reel,hindou,Shachi,f,[épouse du dieu Indra],,
warcraft,elfe,ShadowFury,f,,Chasseur de Demon,warcraft
warcraft,elfe,ShadowSong,f,,Chasseur de Demon,warcraft
warcraft,elfe,ShadowStalker,f,,Chasseur de Demon,warcraft
reel,hindou,Shaila,f,,,
reel,hindou,Shailendra,m,Roi|Montagnes,,
reel,hindou,Shailesh,m,Roi|Montagnes,,
reel,hindou,Shaili,f,Tradition,,
reel,hindou,Shakambari,f,,,
reel,hindou,Shakil,f,Élégante,,
reel,hindou,Shakila,f,Belle,,
reel,hindou,Shakti,f,Énergie divine,,
reel,hindou,Shaktidhar,m,dieu|[noms du dieu Shiva],,
reel,hindou,Shakunt,m,Geai|Bleu,,
reel,hindou,Shakuntala,f,[une Apsara, épouse du roi Dushyanta (de Sakunta - Oiseau)],,
warcraft,humain,Shal,m,,archimage,warcraft
reel,hindou,Shalaka,f,,,
reel,hindou,Shalalu,f,Parfum,,
reel,hindou,Shalika,f,Flûte,,
reel,hindou,Shalin,f,arbre|kapokier,,
reel,hindou,Shalini,f,Modeste,,
reel,hindou,Shalmali,f,arbre|kapokier,,
reel,hindou,Shama,f,Flamme,,
reel,hindou,Shambhavi,f,,,
reel,hindou,Shambhu,m,dieu|[noms du dieu Shiva],,
reel,hindou,Shamina,f,Belle,,
reel,hindou,Shamindra,m,Tranquille,,
reel,hindou,Shamita,f,Pacificatrice,,
reel,hindou,Shampa,f,Eclair,,
reel,hindou,Shamshad,m,Beau,,
reel,hindou,Shamshu,m,Beau,,
reel,hindou,Shandar,m,Fier,,
reel,hindou,Shandili,f,sage|[nom d'une femme-rishi (sage)],,
reel,irlandais,Shane,m,,seán,
reel,hindou,Shankar,m,félicité|poète[Donneur de Félicité]|[un nom de Shiva][nom d'un poète célèbre],,
reel,hindou,Shankara,m,félicité|poète[Donneur de Félicité]|[un nom de Shiva][nom d'un poète célèbre],,
reel,hindou,Shankari,f,,,
reel,hindou,Shankha,m,Conque,,
reel,hindou,Shankhamala,f,princesse|légendaire,,
reel,irlandais,Shanleigh,f,enfant|héros,,
reel,irlandais,Shanley,f,,shaneleigh,
reel,hindou,Shanmuga,m,[noms de Kartikeya, fils de Shiva],,
reel,hindou,Shanmukha,m,[noms de Kartikeya, fils de Shiva],,
reel,hindou,Shanta,f,Calme|Apaisée,,
reel,hindou,Shantala,f,,,
reel,hindou,Shantanu,m,prince|lune|[nom d'un prince de la lignée lunaire, dans le Mahâbhârata],,
reel,hindou,Shanti,f,Paix,,
reel,hindou,Shantimay,m,Paisible,,
reel,hindou,Shantinath,m,Seigneur|Paix,,
reel,hindou,Shantiprakash,m,Lumière|Paix,,
reel,hindou,Shantipriya,m,aime|Paix,,
reel,hindou,Sharad,m,Automne,,
reel,hindou,Sharadchandra,m,Lune|Automne,,
reel,hindou,Sharadindu,m,Lune|Automne,,
reel,hindou,Sharadini,f,Automne,,
reel,hindou,Sharan,m,Abri,,
reel,hindou,Sharang,m,Daim,,
reel,hindou,Sharanya,f,Abandon,,
reel,hindou,Shardul,m,Tigre,,
reel,hindou,Shari,f,Flèche,,
reel,hindou,Sharika,f,[un nom de la déesse Durga],,
reel,hindou,Sharma,m,Protection|Confort|Joie,,
reel,hindou,Sharmila,f,Modeste,,
reel,hindou,Sharmistha,f,[épouse d'un roi de la mythologie],,
reel,hindou,Sharvani,f,[noms de la déesse Parvati],,
reel,hindou,Sharvari,f,nuit|Crépuscule,,
reel,hindou,Shashanka,m,lune,,
reel,hindou,Shashi,f,lapin|lune|[nom du lapin que l'on prétend voir sur la face de la Lune],,
reel,hindou,Shashibala,f,Enfant|Lune,,
reel,hindou,Shashibhushan,m,dieu|[noms de Shiva],,
reel,hindou,Shashidhar,m,lune,,
reel,hindou,Shashikant,m,Pierre|Lune,,
reel,hindou,Shashikiran,m,Rayons|Lune,,
reel,hindou,Shashimohan,m,lune,,
reel,hindou,Shashini,f,Lune,,
reel,hindou,Shashirekha,f,Rayon|Lune,,
reel,hindou,Shashishekhar,m,dieu|[noms de Shiva],,
reel,hindou,Shashwat,m,Éternel,,
reel,hindou,Shasvati,f,Eternelle,,
reel,hindou,Shatrujit,m,Vainqueur|ennemis|[un fils de Vatsa],,
reel,hindou,Shattesh,m,Roi|Montagnes,,
reel,hindou,Shatyavrat,m,roi|[nom d'un roi mythologique de l'Inde du sud],,
reel,irlandais,Shauna,f,,seena,
reel,hindou,Shaunak,m,Sage,,
reel,hindou,Shaurya,m,Bravoure,,
reel,irlandais,Shavonne,f,,seena,
reel,irlandais,Sheelagh,f,,sile,
reel,irlandais,Sheelah,f,,sile,
reel,irlandais,Sheeva,f,,sithmaith,
reel,hindou,Shefali,f,fleur,,
reel,hindou,Shefalika,f,fleur,,
reel,hindou,Sheil,m,Montagne,,
reel,irlandais,Sheila,f,,sile,
reel,irlandais,Sheilagh,f,,sile,
reel,hindou,Shejali,f,fruit,,
reel,hindou,Shekhar,m,Pic|Sommet|[un nom de Shiva],,
reel,irlandais,Shelagh,f,,sile,
reel,irlandais,Shella,f,,sile,
reel,hindou,Shesh,m,serpent|cosmique,,
reel,hindou,Shesha,m,serpent|cosmique,,
reel,hindou,Shevanti,f,fleur,,
reel,hindou,Shevantilal,m,Chrysanthème,,
reel,irlandais,Shevonne,f,,seena,
reel,irlandais,Shibahn,f,,seena,
reel,hindou,Shibani,f,[un nom de Durga],,
reel,irlandais,Shiela,f,,sile,
reel,hindou,Shikha,f,Flamme,,
reel,hindou,Shikhar,m,Pic|Sommet|[un nom de Shiva],,
reel,hindou,Shila,f,Roche,,
reel,hindou,Shilavati,f,rivière,,
reel,hindou,Shilpa,f,Bien|Proportionnée,,
reel,hindou,Shilpita,f,Bien|Proportionnée,,
reel,hindou,Shinjini,f,Clochettes|Chevilles,,
reel,hindou,Shirin,f,Douce,,
reel,hindou,Shirina,f,Nuit,,
reel,hindou,Shirish,m,fleur,,
reel,irlandais,Shirley,f,,scir|leah,
reel,hindou,Shiromani,m,Superbe|Joyau,,
reel,hindou,Shishir,m,saison|hiver|[nom d'une des six saisons du calendrier hindou (hiver)],,
reel,hindou,Shishirchandra,m,Lune|Hiver,,
reel,hindou,Shishirkumar,m,[un nom de la Lune],,
reel,hindou,Shishupal,m,roi|legende|[nom de divers rois légendaires],,
reel,hindou,Shîtal,f,Fraîche,,
reel,hindou,Shiuli,f,fleur,,
reel,hindou,Shiv,m,Bon|protecteur|[le grand dieu destructeuret protecteur],,
reel,hindou,Shiva,m,Bon|protecteur|[le grand dieu destructeuret protecteur],,
reel,hindou,Shivaji,m,dieu|[noms de Shiva],,
reel,hindou,Shivangi,f,Belle,,
reel,hindou,Shivani,f,[un nom de Parvati],,
reel,hindou,Shivika,f,Palanquin,,
reel,hindou,Shivraj,m,dieu|[noms de Shiva],,
reel,hindou,Shobha,f,Splendeur,,
reel,hindou,Shobhan,m,Splendide,,
reel,hindou,Shobhita,f,Splendide,,
reel,hindou,Shobhna,f,Splendide,,
reel,irlandais,Shona,f,,seena,
reel,hindou,Shraddha,f,Foi|[une épouse de Shiva],,
reel,hindou,Shravan,m,mois|chaud|[nom d'un mois hindou (le plus chaud)],,
reel,hindou,Shravana,f,étoile,,
reel,hindou,Shravani,f,[Née au Mois de Shravana (juillet-août)],,
reel,hindou,Shravankumar,m,[un personnage du Ramayana],,
reel,hindou,Shrenik,m,Organisé,,
reel,hindou,Shreshta,m,Meilleur,,
reel,hindou,Shresth,f,Meilleure,,
reel,hindou,Shresthi,f,Meilleure,,
reel,hindou,Shrey,m,Merveilleux,,
reel,hindou,Shreya,f,Bon|Augure,,
reel,hindou,Shreyas,m,Bon|Supérieur,,
reel,hindou,Shreyashi,f,Bonne,,
reel,hindou,Shri,f,Sainte|Déesse|[noms de Lakshmi],,
reel,hindou,Shridevi,f,Sainte|Déesse|[noms de Lakshmi],,
reel,hindou,Shridhar,m,[noms de Vishnu],,
reel,hindou,Shrigauri,f,[un nom de Parvati],,
reel,hindou,Shrigita,f,Musique|Sacrée,,
reel,hindou,Shrigopal,m,[noms de Krishna],,
reel,hindou,Shrihari,m,[noms de Krishna],,
reel,hindou,Shrijani,f,Créatrice,,
reel,hindou,Shrikant,m,Aime|Abondance,,
reel,hindou,Shrikirti,f,Brillante|Renommée,,
reel,hindou,Shrikrishna,m,[noms de Krishna],,
reel,hindou,Shrila,f,Belle,,
reel,hindou,Shrilekha,f,Brillant|Ecrit,,
